Name,Score,Aired,Status,Studios,Source,Rank,Popularity,Favorites,Scored By,Members,Main Genre,Sub Genre,Year Released
Tenkuu no Escaflowne,7.67,"Apr 2, 1996 to Sep 24, 1996",Finished Airing,Sunrise,Original,1195.0,1422,2069,64352.0,150794,Adventure,Fantasy,1996.0
Whistle!,7.39,"May 6, 2002 to Feb 3, 2003",Finished Airing,Studio Comet,Manga,2114.0,5224,90,6650.0,14263,Sports,No Sub-Genre,2002.0
Xenosaga The Animation,6.32,"Jan 6, 2005 to Mar 24, 2005",Finished Airing,Toei Animation,Game,7254.0,4561,44,8308.0,20156,Action,Sci-Fi,2005.0
Initial D First Stage,8.33,"Apr 19, 1998 to Dec 6, 1998",Finished Airing,"Gallop, Studio Comet",Manga,224.0,616,11157,177466.0,353680,Action,Drama,1998.0
Initial D Second Stage,8.16,"Oct 15, 1999 to Jan 21, 2000",Finished Airing,Pastel,Manga,394.0,1106,996,124975.0,202885,Action,Drama,1999.0
Initial D Third Stage,7.9,"Jan 13, 2001",Finished Airing,Studio Deen,Manga,735.0,1308,629,104550.0,167970,Action,Drama,
Gosenzo San'e,6.03,"Sep 25, 1998 to Mar 25, 1999",Finished Airing,AIC,Original,YOW MISSING MAS BRO,9464,7,978.0,3025,Comedy,Mystery,1998.0
Love Hina,7.1,"Apr 19, 2000 to Sep 27, 2000",Finished Airing,Xebec,Manga,3554.0,864,1459,133865.0,259281,Comedy,Romance,2000.0
Love Hina Again,7.21,"Jan 26, 2002 to Mar 27, 2002",Finished Airing,Xebec,Manga,2960.0,2153,84,51071.0,84091,Comedy,Drama,2002.0
Love Hina Christmas Special: Silent Eve,7.31,"Dec 25, 2000",Finished Airing,Xebec,Manga,2487.0,2704,43,35436.0,57393,Comedy,Romance,
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.18,"Apr 2, 2001",Finished Airing,Xebec,Manga,3128.0,2850,17,31476.0,52165,Adventure,Comedy,
Maburaho,6.74,"Oct 14, 2003 to Apr 6, 2004",Finished Airing,J.C.Staff,Light novel,5134.0,1989,217,48136.0,95727,Comedy,Drama,2003.0
Macross Zero,7.51,"Dec 21, 2002 to Oct 20, 2004",Finished Airing,Satelight,Original,1678.0,3377,122,18988.0,38122,Action,Adventure,2002.0
Onegai☆Teacher,7.11,"Jan 10, 2002 to Mar 28, 2002",Finished Airing,Daume,Original,3494.0,1283,941,93590.0,172570,Drama,Romance,2002.0
Onegai☆Twins,6.82,"Jul 15, 2003 to Oct 14, 2003",Finished Airing,Daume,Original,4745.0,2112,187,49139.0,87715,Comedy,Drama,2003.0
Rizelmine,6.51,"Apr 3, 2002 to Dec 22, 2002",Finished Airing,"Madhouse, Imagin",Manga,6339.0,4167,47,10404.0,24637,Comedy,Romance,2002.0
Speed Grapher,7.31,"Apr 8, 2005 to Sep 30, 2005",Finished Airing,Gonzo,Original,2504.0,1817,586,40298.0,110219,Action,Mystery,2005.0
Sen to Chihiro no Kamikakushi,8.78,"Jul 20, 2001",Finished Airing,Studio Ghibli,Original,36.0,44,31139,1234780.0,1760676,Adventure,Award Winning,
Tenshi na Konamaiki,7.43,"Apr 7, 2002 to Mar 30, 2003",Finished Airing,TMS Entertainment,Manga,1941.0,3978,149,9796.0,27245,Comedy,Romance,2002.0
Video Girl Ai,7.2,"Mar 27, 1992 to Aug 28, 1992",Finished Airing,Production I.G,Manga,3061.0,3873,138,12650.0,28878,Comedy,Drama,1992.0
Wolf's Rain,7.8,"Jan 7, 2003 to Jul 29, 2003",Finished Airing,Bones,Original,929.0,694,5636,129899.0,319198,Action,Adventure,2003.0
Words Worth,6.72,"Aug 25, 1999 to Nov 25, 2000",Finished Airing,Arms,Visual novel,YOW MISSING MAS BRO,6424,36,3559.0,8596,Adventure,Fantasy,1999.0
Yumeria,6.08,"Jan 9, 2004 to Mar 26, 2004",Finished Airing,Studio Deen,Visual novel,8451.0,3959,31,12651.0,27542,Action,Comedy,2004.0
Samurai Champloo,8.51,"May 20, 2004 to Mar 19, 2005",Finished Airing,Manglobe,Original,120.0,106,36236,612643.0,1187090,Action,Adventure,2004.0
Lodoss-tou Senki: Eiyuu Kishi Den,7.13,"Apr 1, 1998 to Sep 30, 1998",Finished Airing,AIC,Novel,3408.0,3707,125,11148.0,31538,Action,Adventure,1998.0
Lodoss-tou Senki,7.36,"Jun 30, 1990 to Nov 23, 1991",Finished Airing,Madhouse,Light novel,2221.0,2466,599,23987.0,67678,Action,Adventure,1990.0
R.O.D: Read or Die,7.63,"May 23, 2001 to Feb 6, 2002",Finished Airing,Studio Deen,Light novel,1299.0,2513,332,32703.0,65589,Action,Adventure,2001.0
R.O.D: The TV,7.53,"Sep 1, 2003 to Mar 16, 2004",Finished Airing,J.C.Staff,Manga,1627.0,2463,410,28354.0,67805,Action,Adventure,2003.0
Ranma ½,7.76,"Apr 15, 1989 to Sep 25, 1992",Finished Airing,Studio Deen,Manga,1007.0,915,3976,117470.0,245209,Action,Comedy,1989.0
Project A-Ko,6.85,"Jun 21, 1986",Finished Airing,APPP,Original,4615.0,4610,123,8219.0,19646,Action,Adventure,
Pia Carrot e Youkoso!!,5.94,"Oct 24, 1997 to Apr 24, 1998",Finished Airing,Triple X,Visual novel,YOW MISSING MAS BRO,8947,3,1266.0,3582,Comedy,Hentai,1997.0
Pia Carrot e Youkoso!! 2,6.07,"Oct 23, 1998 to Apr 23, 1999",Finished Airing,Triple X,Visual novel,YOW MISSING MAS BRO,10014,5,912.0,2472,Comedy,Romance,1998.0
Pia Carrot e Youkoso!! 2 DX,6.19,"Dec 18, 1999 to Oct 25, 2000",Finished Airing,Garyuu Studio,Visual novel,7919.0,9879,2,996.0,2592,Comedy,Romance,1999.0
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.81,"Oct 19, 2002",Finished Airing,I-move,Visual novel,9671.0,9592,1,1133.0,2878,Comedy,Romance,
Shin Angel,6.17,"Oct 21, 1994 to Nov 22, 1995",Finished Airing,Arms,Manga,YOW MISSING MAS BRO,9307,11,995.0,3175,Comedy,Drama,1994.0
Kidou Senkan Nadesico,7.49,"Oct 1, 1996 to Mar 25, 1997",Finished Airing,Xebec,Original,1746.0,2844,449,19385.0,52289,Action,Romance,1996.0
Kidou Senkan Nadesico: The Prince of Darkness,6.73,"Aug 1, 1998",Finished Airing,Xebec,Original,5152.0,5032,32,8126.0,15786,Action,Award Winning,
Kuro no Danshou,5.62,"Oct 29, 1999 to Sep 25, 2000",Finished Airing,JOF,Visual novel,YOW MISSING MAS BRO,9652,9,948.0,2820,Horror,Hentai,1999.0
Mezzo Forte,6.62,"May 25, 2000 to Jun 25, 2001",Finished Airing,Arms,Original,YOW MISSING MAS BRO,3720,91,14871.0,31422,Action,Comedy,2000.0
Mezzo DSA,6.65,"Jan 4, 2004 to Mar 28, 2004",Finished Airing,Arms,Original,5603.0,4413,51,8330.0,21598,Action,Adventure,2004.0
Dragon Ball,7.96,"Feb 26, 1986 to Apr 12, 1989",Finished Airing,Toei Animation,Manga,640.0,149,14998,640286.0,989241,Action,Adventure,1986.0
Dragon Ball GT,6.48,"Feb 7, 1996 to Nov 19, 1997",Finished Airing,Toei Animation,Manga,6466.0,327,1940,411392.0,607445,Action,Adventure,1996.0
Elfen Lied,7.48,"Jul 25, 2004 to Oct 17, 2004",Finished Airing,Arms,Manga,1786.0,71,23559,851108.0,1462904,Action,Drama,2004.0
FLCL,8.03,"Apr 26, 2000 to Mar 16, 2001",Finished Airing,"Gainax, Production I.G",Original,547.0,219,28986,418695.0,786606,Action,Avant Garde,2000.0
Jigoku Shoujo,7.61,"Oct 5, 2005 to Apr 5, 2006",Finished Airing,Studio Deen,Original,1363.0,625,3082,130391.0,347632,Horror,Mystery,2005.0
Ninin ga Shinobuden,6.89,"Jul 10, 2004 to Sep 25, 2004",Finished Airing,ufotable,Manga,4449.0,3565,128,15854.0,34202,Comedy,No Sub-Genre,2004.0
Air Master,6.97,"Apr 2, 2003 to Oct 1, 2003",Finished Airing,Toei Animation,Manga,4103.0,3403,138,15851.0,37581,Action,Comedy,2003.0
Asagiri no Miko,6.1,"Jul 4, 2002 to Dec 26, 2002",Finished Airing,"Chaos Project, GANSIS",Manga,8367.0,6714,4,2425.0,7764,Action,Comedy,2002.0
Cardcaptor Sakura,8.16,"Apr 7, 1998 to Mar 21, 2000",Finished Airing,Madhouse,Manga,390.0,507,12789,212608.0,420586,Adventure,Comedy,1998.0
Daa! Daa! Daa!,7.66,"Mar 28, 2000 to Feb 26, 2002",Finished Airing,J.C.Staff,Manga,1243.0,4164,249,11246.0,24641,Comedy,Sci-Fi,2000.0
Dan Doh!!,6.63,"Apr 3, 2004 to Sep 25, 2004",Finished Airing,Tokyo Kids,Manga,5674.0,8558,6,1651.0,4147,Adventure,Sports,2004.0
Detective Conan,8.17,"Jan 8, 1996 to ?",Currently Airing,TMS Entertainment,Manga,382.0,653,13964,154061.0,334559,Adventure,Comedy,1996.0
E's Otherwise,6.59,"Apr 1, 2003 to Sep 23, 2003",Finished Airing,Pierrot,Manga,5870.0,4985,24,6890.0,16192,Adventure,Comedy,2003.0
Koukyoushihen Eureka Seven,8.06,"Apr 17, 2005 to Apr 2, 2006",Finished Airing,Bones,Original,517.0,494,9028,179645.0,426718,Adventure,Drama,2005.0
Rekka no Honoo,7.34,"Jul 19, 1997 to Jul 10, 1998",Finished Airing,Pierrot,Manga,2345.0,2529,251,27599.0,64991,Action,Adventure,1997.0
Gankutsuou,8.14,"Oct 6, 2004 to Mar 30, 2005",Finished Airing,Gonzo,Novel,420.0,930,3810,72405.0,240869,Award Winning,Drama,2004.0
Genshiken,7.63,"Oct 11, 2004 to Dec 27, 2004",Finished Airing,Palm Studio,Manga,1316.0,1271,1409,69849.0,174114,Comedy,Slice of Life,2004.0
Girls Bravo: First Season,6.38,"Jul 5, 2004 to Sep 27, 2004",Finished Airing,AIC Spirits,Manga,6982.0,1466,306,70842.0,145089,Comedy,Fantasy,2004.0
Gokusen,7.41,"Jan 7, 2004 to Mar 31, 2004",Finished Airing,Madhouse,Manga,2035.0,3104,225,20625.0,44329,Comedy,Drama,2004.0
Agatha Christie no Meitantei Poirot to Marple,6.83,"Jul 4, 2004 to May 15, 2005",Finished Airing,OLM,Novel,4696.0,6780,23,2217.0,7577,Mystery,No Sub-Genre,2004.0
Great Teacher Onizuka,8.69,"Jun 30, 1999 to Sep 17, 2000",Finished Airing,Pierrot,Manga,56.0,216,25287,388204.0,788251,Comedy,No Sub-Genre,1999.0
Groove Adventure Rave,7.22,"Oct 13, 2001 to Sep 28, 2002",Finished Airing,Studio Deen,Manga,2937.0,1965,359,40175.0,97932,Adventure,Comedy,2001.0
Harukanaru Toki no Naka de: Hachiyou Shou,7.0,"Oct 6, 2004 to Mar 30, 2005",Finished Airing,Yumeta Company,Visual novel,4011.0,4208,112,7590.0,24220,Fantasy,Romance,2004.0
Ichigo 100%,6.63,"Apr 6, 2005 to Jun 22, 2005",Finished Airing,Madhouse,Manga,5684.0,1786,245,54129.0,112888,Comedy,Romance,2005.0
InuYasha,7.86,"Oct 16, 2000 to Sep 13, 2004",Finished Airing,Sunrise,Manga,794.0,233,17881,377591.0,765524,Action,Adventure,2000.0
Konjiki no Gash Bell!!,7.54,"Apr 6, 2003 to Mar 26, 2006",Finished Airing,Toei Animation,Manga,1575.0,1680,1210,58828.0,122070,Adventure,Comedy,2003.0
Kyou kara Maou!,7.63,"Apr 3, 2004 to Feb 25, 2006",Finished Airing,Studio Deen,Light novel,1293.0,1813,1337,41074.0,110465,Adventure,Comedy,2004.0
Madlax,7.03,"Apr 6, 2004 to Sep 28, 2004",Finished Airing,Bee Train,Original,3834.0,3255,153,13166.0,40639,Drama,Mystery,2004.0
Jungle wa Itsumo Hare nochi Guu,7.81,"Apr 3, 2001 to Sep 25, 2001",Finished Airing,Shin-Ei Animation,Manga,907.0,3594,402,14042.0,33383,Comedy,Slice of Life,2001.0
Jungle wa Itsumo Hare nochi Guu Deluxe,7.79,"Aug 25, 2002 to Jan 25, 2003",Finished Airing,Shin-Ei Animation,Manga,941.0,5560,22,6665.0,12229,Comedy,Slice of Life,2002.0
Jungle wa Itsumo Hare nochi Guu Final,7.62,"Dec 21, 2003 to Jun 25, 2004",Finished Airing,Shin-Ei Animation,Manga,1330.0,6073,13,5377.0,9889,Award Winning,Comedy,2003.0
Hoshi no Koe,7.12,"Feb 2, 2002",Finished Airing,CoMix Wave Films,Original,3467.0,1414,528,78180.0,152141,Award Winning,Drama,
Hitsuji no Uta,6.15,"May 25, 2003 to Feb 25, 2004",Finished Airing,Madhouse,Manga,8106.0,4863,38,6465.0,17334,Drama,Horror,2003.0
Happy☆Lesson,6.6,"Jul 19, 2001 to May 23, 2003",Finished Airing,"Studio Kyuuma, Venet, Chaos Project",Unknown,5824.0,5696,14,4538.0,11553,Comedy,Romance,2001.0
Happy☆Lesson (TV),6.61,"Apr 1, 2002 to Jun 30, 2002",Finished Airing,Studio Hibari,Manga,5802.0,3951,28,11919.0,27610,Comedy,Drama,2002.0
Happy☆Lesson Advance,6.77,"Jul 3, 2003 to Sep 28, 2003",Finished Airing,Studio Hibari,Manga,4989.0,5154,6,6340.0,14767,Comedy,Romance,2003.0
Happy☆Lesson The Final,6.76,"May 25, 2004 to Oct 22, 2004",Finished Airing,Studio Ranmaru,Manga,5057.0,6204,7,4195.0,9405,Comedy,Romance,2004.0
Hajime no Ippo,8.76,"Oct 4, 2000 to Mar 27, 2002",Finished Airing,Madhouse,Manga,40.0,369,20143,267388.0,546859,Sports,No Sub-Genre,2000.0
Hajime no Ippo: Champion Road,8.26,"Apr 18, 2003",Finished Airing,Madhouse,Manga,284.0,1607,214,78294.0,128893,Sports,No Sub-Genre,
Hajime no Ippo: Mashiba vs. Kimura,8.23,"Sep 5, 2003",Finished Airing,Madhouse,Manga,316.0,1897,173,63547.0,103049,Sports,No Sub-Genre,
Gunparade March: Arata Naru Kougunka,6.73,"Feb 6, 2003 to Apr 24, 2003",Finished Airing,J.C.Staff,Game,5201.0,4978,22,6031.0,16232,Action,Drama,2003.0
Gungrave,7.83,"Oct 7, 2003 to Mar 30, 2004",Finished Airing,Madhouse,Game,859.0,1203,2355,67771.0,183979,Action,Drama,2003.0
Golden Boy,8.04,"Oct 27, 1995 to Jun 28, 1996",Finished Airing,APPP,Manga,536.0,576,5611,203863.0,374385,Adventure,Comedy,1995.0
Bleach,7.92,"Oct 5, 2004 to Mar 27, 2012",Finished Airing,Pierrot,Manga,686.0,39,68896,1069200.0,1856976,Action,Adventure,2004.0
Hellsing,7.49,"Oct 11, 2001 to Jan 17, 2002",Finished Airing,Gonzo,Manga,1744.0,265,5922,357081.0,695560,Action,Horror,2001.0
Gad Guard,6.65,"Apr 16, 2003 to Sep 25, 2003",Finished Airing,Gonzo,Original,5588.0,5311,25,4689.0,13745,Action,Adventure,2003.0
Noir,7.29,"Apr 6, 2001 to Sep 28, 2001",Finished Airing,Bee Train,Original,2575.0,1820,840,38723.0,109910,Action,Drama,2001.0
Mahoutsukai ni Taisetsu na Koto,6.71,"Jan 10, 2003 to Mar 28, 2003",Finished Airing,J.C.Staff,Manga,5295.0,4040,33,7151.0,26391,Slice of Life,No Sub-Genre,2003.0
Kiddy Grade,7.19,"Oct 9, 2002 to Mar 19, 2003",Finished Airing,Gonzo,Original,3096.0,3063,253,18814.0,45190,Action,Sci-Fi,2002.0
Love♥Love?,5.85,"May 4, 2004 to Jun 29, 2004",Finished Airing,"Imagin, Studio Live",Original,9493.0,4409,13,9526.0,21642,Comedy,Romance,2004.0
Mahoromatic: Automatic Maiden,7.15,"Oct 6, 2001 to Dec 29, 2001",Finished Airing,"Gainax, Shaft",Manga,3278.0,2599,196,26043.0,61752,Comedy,Romance,2001.0
Mahoromatic: Motto Utsukushii Mono,7.14,"Sep 26, 2002 to Jan 16, 2003",Finished Airing,"Gainax, Shaft",Manga,3347.0,3682,44,16176.0,31978,Comedy,Drama,2002.0
Viewtiful Joe,6.74,"Oct 2, 2004 to Sep 24, 2005",Finished Airing,Group TAC,Game,5110.0,5704,32,5208.0,11499,Action,Comedy,2004.0
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.1,"Oct 4, 2003 to Dec 27, 2003",Finished Airing,TMS Entertainment,Novel,3551.0,3454,122,9551.0,36671,Fantasy,Horror,2003.0
Animal Yokochou,7.26,"Oct 4, 2005 to Sep 26, 2006",Finished Airing,Gallop,Manga,2707.0,9453,14,950.0,3036,Adventure,Comedy,2005.0
Akane Maniax,5.73,"Nov 25, 2004 to Aug 26, 2005",Finished Airing,Silver,Visual novel,9940.0,4711,10,9441.0,18738,Comedy,Romance,2004.0
Angel Heart,7.25,"Oct 4, 2005 to Sep 26, 2006",Finished Airing,TMS Entertainment,Manga,2767.0,4857,79,5410.0,17393,Action,Drama,2005.0
Akage no Anne,7.77,"Jan 7, 1979 to Dec 30, 1979",Finished Airing,Nippon Animation,Novel,970.0,3746,761,9272.0,30990,Drama,No Sub-Genre,1979.0
Area 88 (TV),7.0,"Jan 9, 2004 to Mar 26, 2004",Finished Airing,Group TAC,Manga,4000.0,5274,62,5289.0,13965,Action,Drama,2004.0
Argento Soma,6.76,"Oct 6, 2000 to Mar 22, 2001",Finished Airing,Sunrise,Original,5044.0,4001,82,7033.0,26814,Action,Adventure,2000.0
B'T X,7.03,"Apr 6, 1996 to Sep 21, 1996",Finished Airing,TMS Entertainment,Manga,3870.0,5679,34,5157.0,11633,Adventure,Sci-Fi,1996.0
Grappler Baki (TV),7.47,"Jan 9, 2001 to Jun 26, 2001",Finished Airing,Group TAC,Manga,1804.0,1585,781,67296.0,130653,Sports,No Sub-Genre,2001.0
Bakuten Shoot Beyblade,6.76,"Jan 8, 2001 to Dec 24, 2001",Finished Airing,Madhouse,Manga,5044.0,1830,380,69778.0,109314,Action,Adventure,2001.0
Comic Party,6.58,"Apr 2, 2001 to Jun 25, 2001",Finished Airing,OLM,Visual novel,5946.0,4633,34,7899.0,19420,Comedy,Drama,2001.0
Seikai no Monshou,7.64,"Jan 3, 1999 to Mar 28, 1999",Finished Airing,Sunrise,Light novel,1288.0,2877,451,17976.0,50991,Action,Romance,1999.0
D.C.S.S: Da Capo Second Season,6.95,"Jul 2, 2005 to Dec 24, 2005",Finished Airing,feel.,Visual novel,4180.0,3603,35,15541.0,33209,Comedy,Drama,2005.0
Dear Boys,6.78,"Apr 7, 2003 to Sep 29, 2003",Finished Airing,A.C.G.T.,Manga,4925.0,4413,46,9996.0,21602,Drama,Sports,2003.0
Di Gi Charat,6.8,"Nov 30, 1999 to Dec 24, 1999",Finished Airing,Madhouse,Original,4838.0,4235,182,10476.0,23884,Comedy,Fantasy,1999.0
Divergence Eve,6.0,"Jul 2, 2003 to Sep 24, 2003",Finished Airing,Radix,Original,8822.0,5513,15,4251.0,12551,Adventure,Comedy,2003.0
Divergence Eve 2: Misaki Chronicles,6.41,"Jan 3, 2004 to Mar 27, 2004",Finished Airing,Radix,Original,6816.0,6826,12,2626.0,7420,Adventure,Drama,2004.0
Dragon Drive,6.69,"Jul 4, 2002 to Mar 27, 2003",Finished Airing,Madhouse,Manga,5369.0,4311,50,9744.0,22897,Action,Adventure,2002.0
Grenadier: Hohoemi no Senshi,6.69,"Oct 14, 2004 to Jan 13, 2005",Finished Airing,"Group TAC, Studio Live",Manga,5376.0,2770,75,25139.0,54703,Action,Adventure,2004.0
.hack//Tasogare no Udewa Densetsu,6.56,"Jan 9, 2003 to Mar 27, 2003",Finished Airing,Bee Train,Manga,6013.0,2489,129,34740.0,66590,Adventure,Comedy,2003.0
.hack//Liminality,6.59,"Jun 20, 2002 to Apr 10, 2003",Finished Airing,Bee Train,Original,5862.0,3618,34,16274.0,33019,Mystery,No Sub-Genre,2002.0
3x3 Eyes,6.71,"Jul 25, 1991 to Mar 19, 1992",Finished Airing,Toei Animation,Manga,5269.0,3971,92,11953.0,27314,Action,Fantasy,1991.0
Cinderella Boy,6.28,"Jun 21, 2003 to Sep 13, 2003",Finished Airing,Magic Bus,Manga,7507.0,6829,9,2793.0,7415,Action,Adventure,2003.0
Mirai Shounen Conan,8.1,"Apr 4, 1978 to Oct 31, 1978",Finished Airing,Nippon Animation,Novel,463.0,2978,565,16059.0,47570,Adventure,Drama,1978.0
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.89,"Apr 6, 1998 to Mar 29, 1999",Finished Airing,OLM,4-koma manga,4415.0,4389,28,9904.0,21920,Comedy,Supernatural,1998.0
Aa! Megami-sama! Movie,7.54,"Oct 21, 2000",Finished Airing,AIC,Original,1590.0,3195,99,22479.0,42124,Comedy,Romance,
Abashiri Ikka,5.28,"May 21, 1991 to Nov 21, 1991",Finished Airing,Pierrot,Manga,11395.0,8292,7,1680.0,4584,Action,Comedy,1991.0
Abenobashi Mahou☆Shoutengai,7.23,"Apr 4, 2002 to Jun 27, 2002",Finished Airing,"Gainax, Madhouse",Original,2855.0,2120,329,33902.0,86979,Award Winning,Comedy,2002.0
Kerokko Demetan,6.02,"Jan 2, 1973 to Sep 25, 1973",Finished Airing,Tatsunoko Production,Original,8747.0,11661,3,551.0,1393,Comedy,Fantasy,1973.0
Zettai Shounen,6.85,"May 21, 2005 to Nov 19, 2005",Finished Airing,Ajia-do,Original,4628.0,4580,68,3918.0,19967,Drama,Fantasy,2005.0
Akahori Gedou Hour Rabuge,6.13,"Jul 5, 2005 to Sep 27, 2005",Finished Airing,Radix,Original,8225.0,7459,7,1546.0,5926,Comedy,No Sub-Genre,2005.0
"Chiisana Obake: Acchi, Kocchi, Socchi",5.99,"Apr 9, 1991 to Apr 7, 1992",Finished Airing,Pierrot,Picture book,8874.0,10936,1,619.0,1829,Comedy,Supernatural,1991.0
Ace wo Nerae!,7.11,"Oct 5, 1973 to Mar 29, 1974",Finished Airing,Tokyo Movie Shinsha,Manga,3470.0,5488,85,3323.0,12704,Drama,Romance,1973.0
Ace wo Nerae! Final Stage,6.85,"Oct 25, 1989 to Apr 25, 1990",Finished Airing,Tokyo Movie Shinsha,Manga,4630.0,10127,8,800.0,2377,Drama,Sports,1989.0
Ace wo Nerae! (1979),6.93,"Sep 8, 1979",Finished Airing,Tokyo Movie Shinsha,Unknown,4250.0,8485,11,1739.0,4273,Drama,Romance,
Ace wo Nerae! 2,7.17,"Jul 25, 1988 to Oct 25, 1988",Finished Airing,"TMS Entertainment, Annapuru",Manga,3171.0,9375,24,1088.0,3111,Drama,Sports,1988.0
Xiao Qian,6.34,"Jul 31, 1997",Finished Airing,Triangle Staff,Unknown,7175.0,9362,6,1146.0,3121,Action,Drama,
Nageki no Kenkou Yuuryouji,6.14,"Aug 5, 1994 to Oct 13, 1995",Finished Airing,AIC,Manga,YOW MISSING MAS BRO,7582,16,2133.0,5675,Comedy,Girls Love,1994.0
Final Fantasy VII: Advent Children,7.72,"Sep 14, 2005",Finished Airing,Square Enix Visual Works,Game,1098.0,1068,1097,142679.0,209747,Action,Fantasy,
Hand Maid May,6.69,"Jul 26, 2000 to Sep 27, 2000",Finished Airing,TNK,Original,5378.0,3855,36,13376.0,29291,Comedy,Romance,2000.0
Happy World!,5.96,"Dec 13, 2002 to Jun 27, 2003",Finished Airing,Zexcs,Manga,9023.0,7337,6,2808.0,6197,Comedy,Fantasy,2002.0
A Kite,6.54,"Feb 25, 1998 to Oct 25, 1998",Finished Airing,Arms,Original,YOW MISSING MAS BRO,2485,302,33411.0,66821,Action,Drama,1998.0
Najica Dengeki Sakusen,5.97,"Oct 5, 2001 to Dec 27, 2001",Finished Airing,Studio Fantasia,Original,8982.0,5155,12,6417.0,14802,Action,Comedy,2001.0
Paradise Kiss,7.85,"Oct 14, 2005 to Dec 30, 2005",Finished Airing,Madhouse,Manga,829.0,1051,4138,93591.0,214073,Drama,Romance,2005.0
Mousou Dairinin,7.67,"Feb 3, 2004 to May 18, 2004",Finished Airing,Madhouse,Original,1215.0,539,5297,154024.0,396950,Avant Garde,Drama,2004.0
Kidou Keisatsu Patlabor: On Television,7.67,"Oct 11, 1989 to Sep 26, 1990",Finished Airing,Sunrise,Original,1212.0,3461,414,9650.0,36549,Comedy,Sci-Fi,1989.0
Peach Girl,6.94,"Jan 8, 2005 to Jun 25, 2005",Finished Airing,Studio Comet,Manga,4215.0,1931,805,50446.0,100034,Drama,Romance,2005.0
Petshop of Horrors,7.24,"Mar 2, 1999 to Mar 23, 1999",Finished Airing,Madhouse,Manga,2816.0,2523,415,30483.0,65244,Horror,Mystery,1999.0
Puchi Pri*Yucie,7.44,"Sep 30, 2002 to Mar 24, 2003",Finished Airing,"Gainax, AIC",Original,1921.0,5166,90,5912.0,14690,Comedy,Fantasy,2002.0
Piano (TV),5.98,"Nov 11, 2002 to Jan 13, 2003",Finished Airing,OLM,Original,8927.0,6375,13,3130.0,8755,Drama,Romance,2002.0
Planetes,8.26,"Oct 4, 2003 to Apr 17, 2004",Finished Airing,Sunrise,Manga,279.0,919,3836,74403.0,243507,Award Winning,Drama,2003.0
Midori no Hibi,7.23,"Apr 4, 2004 to Jun 27, 2004",Finished Airing,Pierrot,Manga,2896.0,1341,633,87204.0,163144,Comedy,Drama,2004.0
Mahoujin Guruguru,7.6,"Oct 13, 1994 to Sep 14, 1995",Finished Airing,Nippon Animation,Manga,1380.0,5901,72,3420.0,10598,Adventure,Comedy,1994.0
Dokidoki♡Densetsu: Mahoujin Guruguru,7.1,"Apr 4, 2000 to Dec 26, 2000",Finished Airing,Nippon Animation,Manga,3538.0,8647,5,1448.0,4012,Adventure,Comedy,2000.0
Mama wa Shougaku 4 Nensei,7.41,"Jan 10, 1992 to Dec 25, 1992",Finished Airing,Sunrise,Original,2046.0,7197,43,2414.0,6484,Award Winning,Comedy,1992.0
Marmalade Boy,7.44,"Mar 13, 1994 to Sep 3, 1995",Finished Airing,Toei Animation,Manga,1918.0,2796,586,21244.0,53758,Comedy,Drama,1994.0
Matantei Loki Ragnarok,7.25,"Apr 5, 2003 to Sep 27, 2003",Finished Airing,Studio Deen,Manga,2789.0,3384,178,16216.0,37978,Comedy,Mystery,2003.0
Ginyuu Mokushiroku Meine Liebe,6.43,"Nov 4, 2004 to Feb 3, 2005",Finished Airing,Bee Train,Visual novel,6743.0,5474,29,3978.0,12782,Fantasy,No Sub-Genre,2004.0
Psychic Academy,6.19,"Mar 29, 2002 to Sep 13, 2002",Finished Airing,E&G Films,Manga,7919.0,5745,10,4645.0,11321,Comedy,Romance,2002.0
Versailles no Bara,8.33,"Oct 10, 1979 to Sep 3, 1980",Finished Airing,Tokyo Movie Shinsha,Manga,220.0,2036,2840,28245.0,92385,Drama,Romance,1979.0
Serial Experiments Lain,8.08,"Jul 6, 1998 to Sep 28, 1998",Finished Airing,Triangle Staff,Original,484.0,249,25736,279442.0,719885,Avant Garde,Award Winning,1998.0
Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.55,"Apr 6, 2004 to Sep 28, 2004",Finished Airing,Studio Comet,Manga,1560.0,4234,132,9762.0,23885,Action,No Sub-Genre,2004.0
Spiral: Suiri no Kizuna,7.22,"Oct 1, 2002 to Mar 25, 2003",Finished Airing,J.C.Staff,Manga,2958.0,2862,289,22637.0,51663,Drama,Mystery,2002.0
Starship Operators,7.01,"Jan 5, 2005 to Mar 30, 2005",Finished Airing,J.C.Staff,Light novel,3966.0,5066,50,5306.0,15422,Drama,Sci-Fi,2005.0
Tsukuyomi: Moon Phase,6.94,"Oct 5, 2004 to Mar 29, 2005",Finished Airing,Shaft,Manga,4229.0,2328,263,29691.0,74516,Comedy,Fantasy,2004.0
Futatsu no Spica,7.37,"Nov 1, 2003 to Mar 27, 2004",Finished Airing,Group TAC,Manga,2188.0,5970,65,3791.0,10305,Drama,Sci-Fi,2003.0
